species,sample_1,sample_2
Bacteroides_vulgatus_57955,SRR18585016,SRR18585244
Bacteroides_vulgatus_57955,SRR18585017,SRR18585019
Bacteroides_vulgatus_57955,SRR18585017,SRR18585020
Bacteroides_vulgatus_57955,SRR18585017,SRR18585021
Bacteroides_vulgatus_57955,SRR18585017,SRR18585026
Bacteroides_vulgatus_57955,SRR18585017,SRR18585028
Bacteroides_vulgatus_57955,SRR18585019,SRR18585020
Bacteroides_vulgatus_57955,SRR18585019,SRR18585021
Bacteroides_vulgatus_57955,SRR18585019,SRR18585026
Bacteroides_vulgatus_57955,SRR18585019,SRR18585028
Bacteroides_vulgatus_57955,SRR18585020,SRR18585021
Bacteroides_vulgatus_57955,SRR18585020,SRR18585026
Bacteroides_vulgatus_57955,SRR18585020,SRR18585028
Bacteroides_vulgatus_57955,SRR18585021,SRR18585026
Bacteroides_vulgatus_57955,SRR18585021,SRR18585028
Bacteroides_vulgatus_57955,SRR18585026,SRR18585028
Bacteroides_vulgatus_57955,SRR18585032,SRR18585034
Bacteroides_vulgatus_57955,SRR18585032,SRR18585036
Bacteroides_vulgatus_57955,SRR18585032,SRR18585037
Bacteroides_vulgatus_57955,SRR18585032,SRR18585038
Bacteroides_vulgatus_57955,SRR18585032,SRR18585193
Bacteroides_vulgatus_57955,SRR18585032,SRR18585194
Bacteroides_vulgatus_57955,SRR18585032,SRR18585195
Bacteroides_vulgatus_57955,SRR18585032,SRR18585196
Bacteroides_vulgatus_57955,SRR18585032,SRR18585197
Bacteroides_vulgatus_57955,SRR18585032,SRR18585199
Bacteroides_vulgatus_57955,SRR18585034,SRR18585036
Bacteroides_vulgatus_57955,SRR18585034,SRR18585037
Bacteroides_vulgatus_57955,SRR18585034,SRR18585038
Bacteroides_vulgatus_57955,SRR18585034,SRR18585193
Bacteroides_vulgatus_57955,SRR18585034,SRR18585194
Bacteroides_vulgatus_57955,SRR18585034,SRR18585195
Bacteroides_vulgatus_57955,SRR18585034,SRR18585196
Bacteroides_vulgatus_57955,SRR18585034,SRR18585197
Bacteroides_vulgatus_57955,SRR18585034,SRR18585199
Bacteroides_vulgatus_57955,SRR18585036,SRR18585037
Bacteroides_vulgatus_57955,SRR18585036,SRR18585038
Bacteroides_vulgatus_57955,SRR18585036,SRR18585193
Bacteroides_vulgatus_57955,SRR18585036,SRR18585194
Bacteroides_vulgatus_57955,SRR18585036,SRR18585195
Bacteroides_vulgatus_57955,SRR18585036,SRR18585196
Bacteroides_vulgatus_57955,SRR18585036,SRR18585197
Bacteroides_vulgatus_57955,SRR18585036,SRR18585199
Bacteroides_vulgatus_57955,SRR18585037,SRR18585038
Bacteroides_vulgatus_57955,SRR18585037,SRR18585193
Bacteroides_vulgatus_57955,SRR18585037,SRR18585194
Bacteroides_vulgatus_57955,SRR18585037,SRR18585195
Bacteroides_vulgatus_57955,SRR18585037,SRR18585196
Bacteroides_vulgatus_57955,SRR18585037,SRR18585197
Bacteroides_vulgatus_57955,SRR18585037,SRR18585199
Bacteroides_vulgatus_57955,SRR18585038,SRR18585193
Bacteroides_vulgatus_57955,SRR18585038,SRR18585194
Bacteroides_vulgatus_57955,SRR18585038,SRR18585195
Bacteroides_vulgatus_57955,SRR18585038,SRR18585196
Bacteroides_vulgatus_57955,SRR18585038,SRR18585197
Bacteroides_vulgatus_57955,SRR18585038,SRR18585199
Bacteroides_vulgatus_57955,SRR18585041,SRR18585053
Bacteroides_vulgatus_57955,SRR18585041,SRR18585060
Bacteroides_vulgatus_57955,SRR18585041,SRR18585083
Bacteroides_vulgatus_57955,SRR18585041,SRR18585084
Bacteroides_vulgatus_57955,SRR18585041,SRR18585085
Bacteroides_vulgatus_57955,SRR18585041,SRR18585087
Bacteroides_vulgatus_57955,SRR18585041,SRR18585088
Bacteroides_vulgatus_57955,SRR18585041,SRR18585089
Bacteroides_vulgatus_57955,SRR18585041,SRR18585090
Bacteroides_vulgatus_57955,SRR18585041,SRR18585093
Bacteroides_vulgatus_57955,SRR18585041,SRR18585094
Bacteroides_vulgatus_57955,SRR18585041,SRR18585119
Bacteroides_vulgatus_57955,SRR18585041,SRR18585141
Bacteroides_vulgatus_57955,SRR18585041,SRR18585176
Bacteroides_vulgatus_57955,SRR18585041,SRR18585187
Bacteroides_vulgatus_57955,SRR18585041,SRR18585206
Bacteroides_vulgatus_57955,SRR18585041,SRR18585224
Bacteroides_vulgatus_57955,SRR18585041,SRR18585237
Bacteroides_vulgatus_57955,SRR18585041,SRR18585244
Bacteroides_vulgatus_57955,SRR18585053,SRR18585060
Bacteroides_vulgatus_57955,SRR18585053,SRR18585083
Bacteroides_vulgatus_57955,SRR18585053,SRR18585084
Bacteroides_vulgatus_57955,SRR18585053,SRR18585085
Bacteroides_vulgatus_57955,SRR18585053,SRR18585087
Bacteroides_vulgatus_57955,SRR18585053,SRR18585088
Bacteroides_vulgatus_57955,SRR18585053,SRR18585089
Bacteroides_vulgatus_57955,SRR18585053,SRR18585090
Bacteroides_vulgatus_57955,SRR18585053,SRR18585093
Bacteroides_vulgatus_57955,SRR18585053,SRR18585094
Bacteroides_vulgatus_57955,SRR18585053,SRR18585119
Bacteroides_vulgatus_57955,SRR18585053,SRR18585141
Bacteroides_vulgatus_57955,SRR18585053,SRR18585176
Bacteroides_vulgatus_57955,SRR18585053,SRR18585187
Bacteroides_vulgatus_57955,SRR18585053,SRR18585206
Bacteroides_vulgatus_57955,SRR18585053,SRR18585224
Bacteroides_vulgatus_57955,SRR18585053,SRR18585237
Bacteroides_vulgatus_57955,SRR18585053,SRR18585244
Bacteroides_vulgatus_57955,SRR18585057,SRR18585058
Bacteroides_vulgatus_57955,SRR18585057,SRR18585059
Bacteroides_vulgatus_57955,SRR18585057,SRR18585061
Bacteroides_vulgatus_57955,SRR18585057,SRR18585062
Bacteroides_vulgatus_57955,SRR18585057,SRR18585065
Bacteroides_vulgatus_57955,SRR18585057,SRR18585215
Bacteroides_vulgatus_57955,SRR18585057,SRR18585218
Bacteroides_vulgatus_57955,SRR18585057,SRR18585219
Bacteroides_vulgatus_57955,SRR18585057,SRR18585220
Bacteroides_vulgatus_57955,SRR18585057,SRR18585221
Bacteroides_vulgatus_57955,SRR18585058,SRR18585059
Bacteroides_vulgatus_57955,SRR18585058,SRR18585061
Bacteroides_vulgatus_57955,SRR18585058,SRR18585062
Bacteroides_vulgatus_57955,SRR18585058,SRR18585065
Bacteroides_vulgatus_57955,SRR18585058,SRR18585215
Bacteroides_vulgatus_57955,SRR18585058,SRR18585218
Bacteroides_vulgatus_57955,SRR18585058,SRR18585219
Bacteroides_vulgatus_57955,SRR18585058,SRR18585220
Bacteroides_vulgatus_57955,SRR18585058,SRR18585221
Bacteroides_vulgatus_57955,SRR18585059,SRR18585061
Bacteroides_vulgatus_57955,SRR18585059,SRR18585062
Bacteroides_vulgatus_57955,SRR18585059,SRR18585065
Bacteroides_vulgatus_57955,SRR18585059,SRR18585215
Bacteroides_vulgatus_57955,SRR18585059,SRR18585218
Bacteroides_vulgatus_57955,SRR18585059,SRR18585219
Bacteroides_vulgatus_57955,SRR18585059,SRR18585220
Bacteroides_vulgatus_57955,SRR18585059,SRR18585221
Bacteroides_vulgatus_57955,SRR18585060,SRR18585083
Bacteroides_vulgatus_57955,SRR18585060,SRR18585084
Bacteroides_vulgatus_57955,SRR18585060,SRR18585085
Bacteroides_vulgatus_57955,SRR18585060,SRR18585087
Bacteroides_vulgatus_57955,SRR18585060,SRR18585088
Bacteroides_vulgatus_57955,SRR18585060,SRR18585089
Bacteroides_vulgatus_57955,SRR18585060,SRR18585090
Bacteroides_vulgatus_57955,SRR18585060,SRR18585093
Bacteroides_vulgatus_57955,SRR18585060,SRR18585094
Bacteroides_vulgatus_57955,SRR18585060,SRR18585119
Bacteroides_vulgatus_57955,SRR18585060,SRR18585141
Bacteroides_vulgatus_57955,SRR18585060,SRR18585176
Bacteroides_vulgatus_57955,SRR18585060,SRR18585187
Bacteroides_vulgatus_57955,SRR18585060,SRR18585206
Bacteroides_vulgatus_57955,SRR18585060,SRR18585224
Bacteroides_vulgatus_57955,SRR18585060,SRR18585237
Bacteroides_vulgatus_57955,SRR18585060,SRR18585244
Bacteroides_vulgatus_57955,SRR18585061,SRR18585062
Bacteroides_vulgatus_57955,SRR18585061,SRR18585065
Bacteroides_vulgatus_57955,SRR18585061,SRR18585215
Bacteroides_vulgatus_57955,SRR18585061,SRR18585218
Bacteroides_vulgatus_57955,SRR18585061,SRR18585219
Bacteroides_vulgatus_57955,SRR18585061,SRR18585220
Bacteroides_vulgatus_57955,SRR18585061,SRR18585221
Bacteroides_vulgatus_57955,SRR18585062,SRR18585065
Bacteroides_vulgatus_57955,SRR18585062,SRR18585215
Bacteroides_vulgatus_57955,SRR18585062,SRR18585218
Bacteroides_vulgatus_57955,SRR18585062,SRR18585219
Bacteroides_vulgatus_57955,SRR18585062,SRR18585220
Bacteroides_vulgatus_57955,SRR18585062,SRR18585221
Bacteroides_vulgatus_57955,SRR18585065,SRR18585215
Bacteroides_vulgatus_57955,SRR18585065,SRR18585218
Bacteroides_vulgatus_57955,SRR18585065,SRR18585219
Bacteroides_vulgatus_57955,SRR18585065,SRR18585220
Bacteroides_vulgatus_57955,SRR18585065,SRR18585221
Bacteroides_vulgatus_57955,SRR18585079,SRR18585132
Bacteroides_vulgatus_57955,SRR18585079,SRR18585139
Bacteroides_vulgatus_57955,SRR18585079,SRR18585140
Bacteroides_vulgatus_57955,SRR18585083,SRR18585084
Bacteroides_vulgatus_57955,SRR18585083,SRR18585085
Bacteroides_vulgatus_57955,SRR18585083,SRR18585087
Bacteroides_vulgatus_57955,SRR18585083,SRR18585088
Bacteroides_vulgatus_57955,SRR18585083,SRR18585089
Bacteroides_vulgatus_57955,SRR18585083,SRR18585090
Bacteroides_vulgatus_57955,SRR18585083,SRR18585093
Bacteroides_vulgatus_57955,SRR18585083,SRR18585094
Bacteroides_vulgatus_57955,SRR18585083,SRR18585119
Bacteroides_vulgatus_57955,SRR18585083,SRR18585141
Bacteroides_vulgatus_57955,SRR18585083,SRR18585176
Bacteroides_vulgatus_57955,SRR18585083,SRR18585187
Bacteroides_vulgatus_57955,SRR18585083,SRR18585206
Bacteroides_vulgatus_57955,SRR18585083,SRR18585224
Bacteroides_vulgatus_57955,SRR18585083,SRR18585237
Bacteroides_vulgatus_57955,SRR18585083,SRR18585244
Bacteroides_vulgatus_57955,SRR18585084,SRR18585085
Bacteroides_vulgatus_57955,SRR18585084,SRR18585087
Bacteroides_vulgatus_57955,SRR18585084,SRR18585088
Bacteroides_vulgatus_57955,SRR18585084,SRR18585089
Bacteroides_vulgatus_57955,SRR18585084,SRR18585090
Bacteroides_vulgatus_57955,SRR18585084,SRR18585093
Bacteroides_vulgatus_57955,SRR18585084,SRR18585094
Bacteroides_vulgatus_57955,SRR18585084,SRR18585119
Bacteroides_vulgatus_57955,SRR18585084,SRR18585141
Bacteroides_vulgatus_57955,SRR18585084,SRR18585176
Bacteroides_vulgatus_57955,SRR18585084,SRR18585187
Bacteroides_vulgatus_57955,SRR18585084,SRR18585206
Bacteroides_vulgatus_57955,SRR18585084,SRR18585224
Bacteroides_vulgatus_57955,SRR18585084,SRR18585237
Bacteroides_vulgatus_57955,SRR18585084,SRR18585244
Bacteroides_vulgatus_57955,SRR18585085,SRR18585087
Bacteroides_vulgatus_57955,SRR18585085,SRR18585088
Bacteroides_vulgatus_57955,SRR18585085,SRR18585089
Bacteroides_vulgatus_57955,SRR18585085,SRR18585090
Bacteroides_vulgatus_57955,SRR18585085,SRR18585093
Bacteroides_vulgatus_57955,SRR18585085,SRR18585094
Bacteroides_vulgatus_57955,SRR18585085,SRR18585119
Bacteroides_vulgatus_57955,SRR18585085,SRR18585141
Bacteroides_vulgatus_57955,SRR18585085,SRR18585176
Bacteroides_vulgatus_57955,SRR18585085,SRR18585187
Bacteroides_vulgatus_57955,SRR18585085,SRR18585206
Bacteroides_vulgatus_57955,SRR18585085,SRR18585224
Bacteroides_vulgatus_57955,SRR18585085,SRR18585237
Bacteroides_vulgatus_57955,SRR18585085,SRR18585244
Bacteroides_vulgatus_57955,SRR18585087,SRR18585088
Bacteroides_vulgatus_57955,SRR18585087,SRR18585089
Bacteroides_vulgatus_57955,SRR18585087,SRR18585090
Bacteroides_vulgatus_57955,SRR18585087,SRR18585093
Bacteroides_vulgatus_57955,SRR18585087,SRR18585094
Bacteroides_vulgatus_57955,SRR18585087,SRR18585119
Bacteroides_vulgatus_57955,SRR18585087,SRR18585141
Bacteroides_vulgatus_57955,SRR18585087,SRR18585176
Bacteroides_vulgatus_57955,SRR18585087,SRR18585187
Bacteroides_vulgatus_57955,SRR18585087,SRR18585206
Bacteroides_vulgatus_57955,SRR18585087,SRR18585224
Bacteroides_vulgatus_57955,SRR18585087,SRR18585237
Bacteroides_vulgatus_57955,SRR18585087,SRR18585244
Bacteroides_vulgatus_57955,SRR18585088,SRR18585089
Bacteroides_vulgatus_57955,SRR18585088,SRR18585090
Bacteroides_vulgatus_57955,SRR18585088,SRR18585093
Bacteroides_vulgatus_57955,SRR18585088,SRR18585094
Bacteroides_vulgatus_57955,SRR18585088,SRR18585119
Bacteroides_vulgatus_57955,SRR18585088,SRR18585141
Bacteroides_vulgatus_57955,SRR18585088,SRR18585176
Bacteroides_vulgatus_57955,SRR18585088,SRR18585187
Bacteroides_vulgatus_57955,SRR18585088,SRR18585206
Bacteroides_vulgatus_57955,SRR18585088,SRR18585224
Bacteroides_vulgatus_57955,SRR18585088,SRR18585237
Bacteroides_vulgatus_57955,SRR18585088,SRR18585244
Bacteroides_vulgatus_57955,SRR18585089,SRR18585090
Bacteroides_vulgatus_57955,SRR18585089,SRR18585093
Bacteroides_vulgatus_57955,SRR18585089,SRR18585094
Bacteroides_vulgatus_57955,SRR18585089,SRR18585119
Bacteroides_vulgatus_57955,SRR18585089,SRR18585141
Bacteroides_vulgatus_57955,SRR18585089,SRR18585176
Bacteroides_vulgatus_57955,SRR18585089,SRR18585187
Bacteroides_vulgatus_57955,SRR18585089,SRR18585206
Bacteroides_vulgatus_57955,SRR18585089,SRR18585224
Bacteroides_vulgatus_57955,SRR18585089,SRR18585237
Bacteroides_vulgatus_57955,SRR18585089,SRR18585244
Bacteroides_vulgatus_57955,SRR18585090,SRR18585093
Bacteroides_vulgatus_57955,SRR18585090,SRR18585094
Bacteroides_vulgatus_57955,SRR18585090,SRR18585119
Bacteroides_vulgatus_57955,SRR18585090,SRR18585141
Bacteroides_vulgatus_57955,SRR18585090,SRR18585176
Bacteroides_vulgatus_57955,SRR18585090,SRR18585187
Bacteroides_vulgatus_57955,SRR18585090,SRR18585206
Bacteroides_vulgatus_57955,SRR18585090,SRR18585224
Bacteroides_vulgatus_57955,SRR18585090,SRR18585237
Bacteroides_vulgatus_57955,SRR18585090,SRR18585244
Bacteroides_vulgatus_57955,SRR18585093,SRR18585094
Bacteroides_vulgatus_57955,SRR18585093,SRR18585119
Bacteroides_vulgatus_57955,SRR18585093,SRR18585141
Bacteroides_vulgatus_57955,SRR18585093,SRR18585176
Bacteroides_vulgatus_57955,SRR18585093,SRR18585187
Bacteroides_vulgatus_57955,SRR18585093,SRR18585206
Bacteroides_vulgatus_57955,SRR18585093,SRR18585224
Bacteroides_vulgatus_57955,SRR18585093,SRR18585237
Bacteroides_vulgatus_57955,SRR18585093,SRR18585244
Bacteroides_vulgatus_57955,SRR18585094,SRR18585119
Bacteroides_vulgatus_57955,SRR18585094,SRR18585141
Bacteroides_vulgatus_57955,SRR18585094,SRR18585176
Bacteroides_vulgatus_57955,SRR18585094,SRR18585187
Bacteroides_vulgatus_57955,SRR18585094,SRR18585206
Bacteroides_vulgatus_57955,SRR18585094,SRR18585224
Bacteroides_vulgatus_57955,SRR18585094,SRR18585237
Bacteroides_vulgatus_57955,SRR18585094,SRR18585244
Bacteroides_vulgatus_57955,SRR18585119,SRR18585141
Bacteroides_vulgatus_57955,SRR18585119,SRR18585176
Bacteroides_vulgatus_57955,SRR18585119,SRR18585187
Bacteroides_vulgatus_57955,SRR18585119,SRR18585206
Bacteroides_vulgatus_57955,SRR18585119,SRR18585224
Bacteroides_vulgatus_57955,SRR18585119,SRR18585237
Bacteroides_vulgatus_57955,SRR18585119,SRR18585244
Bacteroides_vulgatus_57955,SRR18585132,SRR18585139
Bacteroides_vulgatus_57955,SRR18585132,SRR18585140
Bacteroides_vulgatus_57955,SRR18585139,SRR18585140
Bacteroides_vulgatus_57955,SRR18585141,SRR18585176
Bacteroides_vulgatus_57955,SRR18585141,SRR18585187
Bacteroides_vulgatus_57955,SRR18585141,SRR18585206
Bacteroides_vulgatus_57955,SRR18585141,SRR18585224
Bacteroides_vulgatus_57955,SRR18585141,SRR18585237
Bacteroides_vulgatus_57955,SRR18585141,SRR18585244
Bacteroides_vulgatus_57955,SRR18585176,SRR18585187
Bacteroides_vulgatus_57955,SRR18585176,SRR18585206
Bacteroides_vulgatus_57955,SRR18585176,SRR18585224
Bacteroides_vulgatus_57955,SRR18585176,SRR18585237
Bacteroides_vulgatus_57955,SRR18585176,SRR18585244
Bacteroides_vulgatus_57955,SRR18585187,SRR18585206
Bacteroides_vulgatus_57955,SRR18585187,SRR18585224
Bacteroides_vulgatus_57955,SRR18585187,SRR18585237
Bacteroides_vulgatus_57955,SRR18585187,SRR18585244
Bacteroides_vulgatus_57955,SRR18585193,SRR18585194
Bacteroides_vulgatus_57955,SRR18585193,SRR18585195
Bacteroides_vulgatus_57955,SRR18585193,SRR18585196
Bacteroides_vulgatus_57955,SRR18585193,SRR18585197
Bacteroides_vulgatus_57955,SRR18585193,SRR18585199
Bacteroides_vulgatus_57955,SRR18585194,SRR18585195
Bacteroides_vulgatus_57955,SRR18585194,SRR18585196
Bacteroides_vulgatus_57955,SRR18585194,SRR18585197
Bacteroides_vulgatus_57955,SRR18585194,SRR18585199
Bacteroides_vulgatus_57955,SRR18585195,SRR18585196
Bacteroides_vulgatus_57955,SRR18585195,SRR18585197
Bacteroides_vulgatus_57955,SRR18585195,SRR18585199
Bacteroides_vulgatus_57955,SRR18585196,SRR18585197
Bacteroides_vulgatus_57955,SRR18585196,SRR18585199
Bacteroides_vulgatus_57955,SRR18585197,SRR18585199
Bacteroides_vulgatus_57955,SRR18585205,SRR18585207
Bacteroides_vulgatus_57955,SRR18585205,SRR18585210
Bacteroides_vulgatus_57955,SRR18585206,SRR18585224
Bacteroides_vulgatus_57955,SRR18585206,SRR18585237
Bacteroides_vulgatus_57955,SRR18585206,SRR18585244
Bacteroides_vulgatus_57955,SRR18585207,SRR18585210
Bacteroides_vulgatus_57955,SRR18585215,SRR18585218
Bacteroides_vulgatus_57955,SRR18585215,SRR18585219
Bacteroides_vulgatus_57955,SRR18585215,SRR18585220
Bacteroides_vulgatus_57955,SRR18585215,SRR18585221
Bacteroides_vulgatus_57955,SRR18585218,SRR18585219
Bacteroides_vulgatus_57955,SRR18585218,SRR18585220
Bacteroides_vulgatus_57955,SRR18585218,SRR18585221
Bacteroides_vulgatus_57955,SRR18585219,SRR18585220
Bacteroides_vulgatus_57955,SRR18585219,SRR18585221
Bacteroides_vulgatus_57955,SRR18585220,SRR18585221
Bacteroides_vulgatus_57955,SRR18585224,SRR18585237
Bacteroides_vulgatus_57955,SRR18585224,SRR18585244
Bacteroides_vulgatus_57955,SRR18585237,SRR18585244
Bacteroides_xylanisolvens_57185,SRR18585004,SRR18585203
Bacteroides_xylanisolvens_57185,SRR18585004,SRR18585204
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585185
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585186
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585188
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585189
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585190
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585193
Bacteroides_xylanisolvens_57185,SRR18585034,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585185,SRR18585186
Bacteroides_xylanisolvens_57185,SRR18585185,SRR18585188
Bacteroides_xylanisolvens_57185,SRR18585185,SRR18585189
Bacteroides_xylanisolvens_57185,SRR18585185,SRR18585190
Bacteroides_xylanisolvens_57185,SRR18585185,SRR18585193
Bacteroides_xylanisolvens_57185,SRR18585185,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585186,SRR18585188
Bacteroides_xylanisolvens_57185,SRR18585186,SRR18585189
Bacteroides_xylanisolvens_57185,SRR18585186,SRR18585190
Bacteroides_xylanisolvens_57185,SRR18585186,SRR18585193
Bacteroides_xylanisolvens_57185,SRR18585186,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585188,SRR18585189
Bacteroides_xylanisolvens_57185,SRR18585188,SRR18585190
Bacteroides_xylanisolvens_57185,SRR18585188,SRR18585193
Bacteroides_xylanisolvens_57185,SRR18585188,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585189,SRR18585190
Bacteroides_xylanisolvens_57185,SRR18585189,SRR18585193
Bacteroides_xylanisolvens_57185,SRR18585189,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585190,SRR18585193
Bacteroides_xylanisolvens_57185,SRR18585190,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585193,SRR18585196
Bacteroides_xylanisolvens_57185,SRR18585203,SRR18585204
Barnesiella_intestinihominis_62208,SRR18585004,SRR18585203
Barnesiella_intestinihominis_62208,SRR18585185,SRR18585193
Barnesiella_intestinihominis_62208,SRR18585185,SRR18585194
Barnesiella_intestinihominis_62208,SRR18585193,SRR18585194
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584983
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584982
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584972
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584974
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584976
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584975
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584981,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18584982
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18584972
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18584974
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18584976
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18584975
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584983,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18584972
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18584974
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18584976
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18584975
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584982,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18584974
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18584976
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18584975
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584972,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18584976
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18584975
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584974,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18584975
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584976,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18584980
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585182
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585183
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585272
Bifidobacterium_adolescentis_56815,SRR18584975,SRR18585273
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585177
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585178
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585179
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585180
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585181
Bifidobacterium_adolescentis_56815,SRR18584980,SRR18585182
